,BT,PBH,Paro,Paro,,AI,---4----,9912,,,
,BT,PHU,Phuntsholing,Phuntsholing,,AI,----5---,9808,,,
,BT,THI,Thimpbu,Thimpbu,15,RL,--3-----,1407,QJC,2728N 08938E,
