,NO,BNN,Brønnøysund,Bronnoysund,18,AA,1-34----,1501,,6528N 01212E,
,NO,BUG,Bugøynes,Bugoynes,20,RL,1-3-----,0901,,6958N 02938E,
,NO,BUF,Burfjord,Burfjord,19,AA,1-------,1407,,6956N 02203E,
,NO,BUV,Buvika,Buvika,16,AF,1-3-----,1401,,6208N 01142E,
,NO,BVN,Buviken,Buviken,04,RQ,--3--6--,1001,,6208N 01143E,
,NO,BYN,Byggnes - Karmøy,Byggnes - Karmoy,11,AA,1-------,1407,,5918N 00518E,
,NO,BYG,Bygland,Bygland,09,RL,--3-----,0201,,5851N 00747E,
,NO,BYS,Bygstad,Bygstad,14,RL,1-------,1007,,6123N 00540E,
,NO,BYO,Byremo,Byremo,10,RL,-----6--,1201,,5826N 00725E,
,NO,BYR,Byrknesøy,Byrknesoy,14,AA,1-------,1601,,6054N 00450E,
,NO,BAL,Båly,Baly,10,AA,1-------,1407,,5802N 00709E,
,NO,BJF,Båtsfjord,Batsfjord,20,AA,1-34----,1501,,7038N 02943E,
,NO,BAR,Bærum,Barum,02,AF,1-3-----,9501,,,
,NO,BOM,Bømlo,Bomlo,12,AA,1-------,1501,,5936N 00513E,
,NO,BOE,Bøneset - Karmøy,Boneset - Karmoy,11,AA,1-------,1407,,5922N 00517E,
,NO,BOV,Bøvågen - Radøy,Bovagen - Radoy,12,AA,1-3-----,1401,,6042N 00455E,
,NO,DAL,Dal,Dal,02,RL,--3-----,0104,,6014N 01111E,
,NO,DSF,Dale,Dale,14,AA,1-3-----,1401,,6122N 00525E,
,NO,DLS,Dalsoyra,Dalsoyra,14,RL,--3-----,1707,,6056N 00508E,
,NO,DMG,Damsgård,Damsgard,12,AA,--3-----,1401,,6023N 00518E,
,NO,NZI,Deknepollen,Deknepollen,14,RL,-----6--,0901,,6155N 00509E,
,NO,DGR,Digernes,Digernes,04,AA,--3-----,1401,,6018N 01205E,
,NO,DIM,Dimmelsvik,Dimmelsvik,12,RL,1-3-----,0212,,5957N 00559E,
,NO,DIR,Dirdal,Dirdal,11,AA,1-------,1501,,5850N 00610E,
,NO,DJU,Djupvik,Djupvik,19,RL,1-3-----,0901,,6945N 02030E,
,NO,DOK,Dokka,Dokka,05,RL,-23-----,0212,,6050N 01005E,
,NO,DOL,Dolmøy,Dolmoy,16,AA,1-------,1601,,6339N 00847E,
,NO,DOM,Dombås,Dombas,05,AF,-23-----,9506,,,
,NO,DRG,Drag,Drag,18,AA,1-------,1501,,6802N 01604E,
,NO,DDL,Dragedal,Dragedal,10,RL,--3-----,0901,,5809N 00702E,
,NO,DRM,Drammen,Drammen,06,AA,123-----,1501,XND,5944N 01014E,
