,FI,KEU,Keuruu,Keuruu,08,AF,--3-----,1401,,6216N 02442E,
,FI,KIH,Kihniö,Kihnio,11,RL,--3-----,1307,,6211N 02310E,
,FI,FAE,Kiikala,Kiikala,19,RL,-----6--,1307,,6028N 02334E,
,FI,KII,Kiistala,Kiistala,10,RL,--3-----,1701,,6752N 02520E,
,FI,KNK,Killinkoski,Killinkoski,11,RL,--3-----,1307,,6224N 02353E,
,FI,SKV,Kilpilahti (Sköldvik),Kilpilahti (Skoldvik),18,AI,1-------,1401,,6018N 02533E,
,FI,KIL,Kilpisjärvi,Kilpisjarvi,10,AC,--3----B,1401,,6903N 02048E,
,FI,swe_KIM,Kimito (Kemiö),Kimito (Kemio),19,AI,1-------,1401,,6010N 02245E,
,FI,FAF,Kintaus,Kintaus,08,RL,-----6--,1307,,6216N 02519E,
,FI,KIJ,Kirjala,Kirjala,19,RL,--3-----,1307,,6022N 02222E,
,FI,KKI,Kirkkonummi,Kirkkonummi,18,AF,--3-----,1307,,6007N 02426E,
,FI,KIR,Kirkniemi,Kirkniemi,18,RL,1-3-----,1401,,6010N 02357E,
,FI,KTQ,Kitee,Kitee,13,AF,1--4----,1307,,6206N 03007E,
,FI,KTT,Kittilä,Kittila,10,AF,---4----,1401,,6740N 02454E,
,FI,KVI,Kiuruvesi,Kiuruvesi,15,AF,--3-----,1401,,6339N 02637E,
,FI,KIV,Kivilompolo,Kivilompolo,10,AC,--3----B,1401,,6618N 02416E,
,FI,KLA,Klamila,Klamila,09,RL,1-3-----,1307,,6031N 02728E,
,FI,KLU,Klaukkala,Klaukkala,18,RL,--3-----,1401,,6023N 02445E,
,FI,KVL,Koivulahti,Koivulahti,15,RQ,-----6--,1307,,6302N 02647E,
,FI,KOJ,Kojonkulma,Kojonkulma,19,RL,1-------,1401,,6057N 02259E,
,FI,KMI,Kokemäki,Kokemaki,17,AF,--3-----,1401,,6115N 02221E,
,FI,KOK,Kokkola (Karleby),Kokkola (Karleby),07,AI,123-----,1307,,6350N 02307E,
,FI,KLI,Kolari,Kolari,10,AC,--3----B,1401,,6720N 02348E,
,FI,KLH,Kolho,Kolho,11,RL,-23-----,1307,,6208N 02431E,
,FI,KON,Kontiolahti,Kontiolahti,13,RL,--3-----,1701,,6246N 02951E,
,FI,KK4,Koria,Koria,09,AA,--3-----,1601,,6050N 02636E,
,FI,KMU,Kormu,Kormu,06,RQ,--3-----,1307,,6044N 02439E,
,FI,KPH,Korpilahti (Korplax),Korpilahti (Korplax),07,RL,--3-----,1307,,6352N 02314E,
,FI,swe_KOR,Korpo (Korppoo),Korpo (Korppoo),19,AI,1-------,1401,,6010N 02134E,
,FI,KOR,Korppoo (Korpo),Korppoo (Korpo),19,AI,1-------,1401,,6010N 02134E,
,FI,KHO,Korsholm/Mustasaari,Korsholm/Mustasaari,12,RQ,--3-----,1307,,6307N 02143E,
,FI,KKV,Koskenkorva,Koskenkorva,03,RL,1----6--,1307,,6241N 02228E,
,FI,KKP,Koskenpää,Koskenpaa,08,RL,--3-----,1307,,6205N 02509E,
,FI,KHT,Koski Tl,Koski Tl,19,AA,--3-----,1601,,6039N 02308E,
,FI,KTK,Kotka,Kotka,09,AC,123----B,1401,,6028N 02655E,
,FI,KOU,Koura,Koura,03,AA,--3-----,1601,,6243N 02306E,
,FI,KU7,Kouvala,Kouvala,06,AA,--3-----,1601,,6058N 02415E,
,FI,KVO,Kouvola,Kouvola,09,AC,-23-----,1401,UTI,,
,FI,KVH,Koverhaara (Koverhar),Koverhaara (Koverhar),18,AI,1-------,1401,,5952N 02313E,
,FI,swe_KVH,Koverhar (Koverhaara),Koverhar (Koverhaara),18,AI,1-------,1401,,5952N 02313E,
,FI,KRS,Kristiinankaupunki (Kristinestad),Kristiinankaupunki (Kristinestad),12,AI,1-------,1401,,6217N 02123E,
,FI,swe_KRS,Kristinestad (Kristiinankaupunki),Kristinestad (Kristiinankaupunki),12,AI,1-------,1401,,6217N 02123E,
,FI,KRO,Kronvik,Kronvik,12,AF,1-------,1401,,6304N 02131E,
+,FI,KRU,Kruunupyy,Kruunupyy,14,AA,--3-----,1907,,6343N 02302E,
,FI,KUH,Kuhmo,Kuhmo,05,AF,--3-----,1401,,6408N 02931E,
,FI,SPJ,Kuivasalmi,Kuivasalmi,13,RL,--3-----,1307,,6317N 02950E,
,FI,KUP,Kulho,Kulho,13,AA,--3-----,1607,,6237N 02955E,
,FI,KLO,Kulloo (Kullo),Kulloo (Kullo),18,RL,--3-----,1307,,6021N 02530E,
,FI,KUM,Kumlinge,Kumlinge,01,AF,1-------,1307,,6016N 02047E,
,FI,KUO,Kuopio,Kuopio,15,AC,1234----,1307,,6253N 02741E,
,FI,KEV,Kuorevesi,Kuorevesi,11,AI,---4----,1401,,6151N 02447E,
,FI,KRT,Kuortane,Kuortane,03,AF,--3-----,1401,,6248N 02330E,
,FI,KJK,Kurejoki,Kurejoki,,RL,--3-----,1301,,6300N 02345E,
,FI,KKA,Kurikka,Kurikka,03,RQ,--3-----,1307,,6237N 02225E,
,FI,KUR,Kuru,Kuru,11,RL,1-3-----,1307,,6152N 02344E,
,FI,KUS,Kustavi (Gustavs),Kustavi (Gustavs),19,AI,1-------,1307,,,
,FI,KAO,Kuusamo,Kuusamo,14,AC,--34---B,1401,,6558N 02911E,
,FI,KSI,Kuusankoski,Kuusankoski,09,AF,--3-----,1401,,6054N 02638E,
,FI,KYP,Kylanpää,Kylanpaa,12,RL,--3--6--,1401,,6254N 02205E,
,FI,KYL,Kylmäkoski,Kylmakoski,11,RL,--3-----,1307,,6110N 02341E,
,FI,KMS,Kymenlaakso,Kymenlaakso,09,RL,-----6--,1307,,6030N 02700E,
,FI,YRO,Kyro,Kyro,19,RQ,-----6--,1307,,6042N 02245E,
,FI,KKO,Kyröskoski,Kyroskoski,11,RL,--3-----,1307,,6140N 02311E,
,FI,KSK,Kärsämäki,Karsamaki,14,AF,--3-----,1401,,6358N 02546E,
,FI,KBY,Kållby (Kolppi),Kallby (Kolppi),12,RL,-23-----,1307,,6337N 02252E,
,FI,KKR,Kökar,Kokar,01,AF,1-------,1307,,5956N 02053E,
,FI,KYO,Köyliö,Koylio,17,RL,--3-----,1401,,6107N 02221E,
,FI,LAA,Laajasalo,Laajasalo,18,RQ,--3-----,1307,,6010N 02502E,
,FI,LHI,Lahti (Lahtis),Lahti (Lahtis),16,AC,-23-----,1401,QLF,6059N 02539E,
