,IS,OLF,Olafsfjørdur,Olafsfjordur,,AC,1-------,9601,OFJ,,
,IS,OLV,Olafsvík,Olafsvik,,AC,1-------,0212,OLI,6453N 02343W,
,IS,OSP,Ospakseyri,Ospakseyri,,AC,1-------,0212,,6527N 02126W,
,IS,PAT,Patreksfjørdur - høfn,Patreksfjordur - hofn,,AC,1-------,9601,PFJ,,
,IS,RAU,Raufarhöfn,Raufarhofn,,AC,1--4----,0212,RFN,6627N 01557W,
,IS,RFJ,Reydarfjørdur,Reydarfjordur,,AC,1-------,9601,,,
,IS,RHA,Reykhólar,Reykholar,,AC,1-------,0212,,6527N 02212W,
,IS,RYK,Reykjabesbaer,Reykjabesbaer,2,RL,--3-----,1801,,6400N 02233W,
,IS,REY,Reykjavík,Reykjavik,,AC,1-------,0212,REK,6409N 02157W,
,IS,RIF,Rif-Hellisandur,Rif-Hellisandur,,AC,1--4----,9601,,,
,IS,SAN,Sandgerdi,Sandgerdi,,AC,1-------,9601,,,
,IS,SAU,Saudarkrokur - høfn,Saudarkrokur - hofn,,AC,1-------,9601,SAK,,
,IS,SEL,Selfoss,Selfoss,,AC,--3-----,9601,,,
,IS,SFS,Selfoss - Apt,Selfoss - Apt,,AC,---4----,9601,,,
,IS,SEY,Seydisfjørdur,Seydisfjordur,,AC,1-------,9601,SEJ,,
,IS,SIG,Siglufjørdur - høfn,Siglufjordur - hofn,,AC,1-------,9601,SIJ,,
,IS,SKF,Skaftafell,Skaftafell,8,RL,--3-----,1701,,6401N 01700W,
,IS,SKA,Skagaströnd,Skagastrond,,AC,1-------,0212,,6550N 02019W,
,IS,KJF,Skerjafjördur,Skerjafjordur,,AC,1-------,9601,,,
,IS,STD,Stodhvarfjørdur,Stodhvarfjordur,,AC,1-------,9601,,,
,IS,STK,Stokkseyri,Stokkseyri,0,RQ,--3-----,0901,,6350N 02103W,
,IS,STR,Straumsvik,Straumsvik,,AC,1-------,9601,,,
,IS,STY,Stykkisholmur - høfn,Stykkisholmur - hofn,,AC,1-------,9601,SYK,,
