,IR,SRY,Sary,Sary,,AI,---4----,0001,,,
,IR,SVH,Saveh,Saveh,22,RL,--3-----,1207,,3500N 05022E,
,IR,SEM,Semnan,Semnan,12,RL,--3-----,0401,,3534N 05323E,
,IR,SBR,Shahid Bahonar,Shahid Bahonar,23,RQ,1-------,0901,,2708N 05612E,
,IR,SRP,Shahid Rajaee Pt/Bandar Abbas,Shahid Rajaee Pt/Bandar Abbas,23,RL,1-------,0901,,2707N 05604E,
,IR,SEK,Shahr-e Kord,Shahr-e Kord,08,RL,--3-----,0501,QHK,3219N 05051E,
,IR,QHK,Shahre Kord,Shahre Kord,,RQ,---4----,0907,,3217N 05050E,
,IR,SHS,Shahriar,Shahriar,,RL,-----6--,1107,,0511S 11923E,
,IR,SHA,Shahrud,Shahrud,12,RL,--3-----,0901,,3625N 05501E,
,IR,SYZ,Shiraz,Shiraz,,AI,1--4----,9601,,,
,IR,SRJ,Sirjan,Sirjan,,RQ,--3-----,9705,SYJ,,
,IR,SXI,Sirri Island,Sirri Island,,AI,1--4----,9601,,,
,IR,CYT,Soroosh (Cyrus) Terminal,Soroosh (Cyrus) Terminal,,RQ,1-------,1101,,2902N 04928E,
,IR,TCX,Tabas,Tabas,,AI,---4----,0001,,,
,IR,TBZ,Tabriz,Tabriz,,AI,1--4----,9601,,,
,IR,TAJ,Tajabad,Tajabad,,AI,----5---,9805,,,
,IR,THR,Tehran,Tehran,07,AI,---45---,1601,,3540N 05125E,
,IR,IHR,Tilkuh (Iran Shahr),Tilkuh (Iran Shahr),16,RQ,---4----,0907,,3457N 04640E,
,IR,TEW,Tohid,Tohid,,RQ,---4----,0907,,2749N 05221E,
,IR,TMB,Tombak,Tombak,06,RL,1-3-----,0401,,2743N 05210E,
,IR,UIM,Urmia,Urmia,03,RL,--3-----,1601,,3733N 04504E,
,IR,OMH,Urmieh,Urmieh,,AI,---4----,0607,,3733N 04506E,
,IR,QYS,Yasouj,Yasouj,18,RQ,---4----,0907,,3042N 05132E,
,IR,YAS,Yasuj,Yasuj,,RL,--3-----,0601,,3039N 05135E,
,IR,AZD,Yazd,Yazd,,AI,1--4----,9601,,,
,IR,ACZ,Zabol,Zabol,,AI,---4----,0001,,,
,IR,ZAH,Zahedan,Zahedan,,AI,---4----,9601,,,
,IR,ZAN,Zanjan,Zanjan,,RL,-2345-7-,0307,,3640N 04828E,
,IR,ZVI,Zarand,Zarand,15,RL,---4----,0907,,3049N 05624E,
