,BN,BWN,Bandar Seri Begawan,Bandar Seri Begawan,BM,AI,1-345---,1601,,0453N 11456E,
+,BN,BAG,Bangar,Bangar,TE,RL,--3-----,1907,,0443N 11540E,
,BN,KUB,Kuala Belait,Kuala Belait,,AI,1--4----,9401,,,
,BN,LUM,Lumut,Lumut,,QQ,1-------,8103,,,
,BN,MUA,Muara,Muara,,QQ,1-------,8103,,,
,BN,SER,Seria,Seria,,QQ,1-------,8103,,,
,BN,TAS,Tanjong Salirong,Tanjong Salirong,,RQ,1-------,9506,,,
+,BN,TUT,Tutong,Tutong,TU,RL,--3-----,1907,,0448N 11439E,
