,UM,BAK,Baker Island,Baker Island,81,QQ,0-------,9501,,,
,UM,HOW,Howland Island,Howland Island,84,QQ,0-------,9501,,,
,UM,JAR,Jarvis Island,Jarvis Island,86,QQ,0-------,9501,,,
,UM,JON,Johnston Atoll,Johnston Atoll,67,AI,1--4----,9501,,,
,UM,KIN,Kingman Reef,Kingman Reef,89,QQ,0-------,9501,,,
,UM,MDY,Midway Islands,Midway Islands,71,AI,1--4----,9501,,,
,UM,NAV,Navassa Island,Navassa Island,76,QQ,0-------,9501,,,
,UM,PAL,Palmyra Atoll,Palmyra Atoll,95,QQ,0-------,9501,,,
,UM,AWK,Wake Island,Wake Island,79,AI,1--4----,9501,,,
