,DM,ADM,Anse du Mai,Anse du Mai,,RL,1-------,0212,,1536N 06123W,
,DM,BEL,Belfast,Belfast,,RQ,1-------,0307,,,
,DM,DOM,Dominica,Dominica,,AI,---45---,9601,,,
,DM,POR,Portsmouth,Portsmouth,,RL,1-3-----,0701,,1534N 06127W,
,DM,RSU,Roseau,Roseau,,AI,1-------,9401,,,
