,MA,OZZ,Ouarzazate,Ouarzazate,,AI,---4----,9601,,,
,MA,OUZ,Oued Zem,Oued Zem,KHO,RL,--3-----,1501,,3251N 00633W,
,MA,OUD,Oujda,Oujda,,AI,---4----,9601,,,
,MA,T4R,Oulad Teima,Oulad Teima,TAR,AA,--3-----,1601,,3024N 00912W,
,MA,OSA,Ouled Salah,Ouled Salah,OUJ,RL,--3-----,1501,,3446N 00209W,
,MA,MRC,Ourika,Ourika,OUA,AA,--3--6--,1601,,3043N 00633W,
,MA,RBA,Rabat,Rabat,,AI,1--4----,9601,,,
,MA,REM,Ras El Ma,Ras El Ma,NAD,AA,1----6--,1707,,3507N 00224W,
,MA,RNA,Roches Noires,Roches Noires,MOH,RL,1-3-----,1401,,3336N 00734W,
,MA,SFI,Safi,Safi,,AI,1--4----,9601,,,
,MA,ZSA,Saidia,Saidia,OUJ,RL,-----6--,0901,,3505N 00214W,
,MA,SAL,Salé,Sale,,RL,1-------,0212,,3402N 00648W,
,MA,SGD,Sebt Guerdane,Sebt Guerdane,TAR,AA,--3-----,1601,,2939N 00757W,
,MA,SFF,Sefrou,Sefrou,FES,RQ,--3--6--,0907,,3349N 00449W,
,MA,SLE,Selouane,Selouane,NAD,AA,-----6--,1601,,3404N 00255W,
,MA,SET,Settat,Settat,,RQ,0-------,9307,,,
,MA,SDB,Sidi Bennour,Sidi Bennour,JDI,AA,--3--6--,1601,,3239N 00825W,
,MA,SID,Sidi Bibi,Sidi Bibi,13,RL,--3-----,1201,,3013N 00932W,
,MA,SII,Sidi Ifni,Sidi Ifni,,AI,1-------,9901,,,
,MA,SIK,Sidi Kacem,Sidi Kacem,,RQ,--3-----,9501,,,
,MA,SRH,Sidi Rahal,Sidi Rahal,JDI,RL,--3-----,1701,,3230N 00821W,
,MA,6KS,Sidi Slimane,Sidi Slimane,KEN,RL,--3-----,1501,,3415N 00555W,
,MA,ZSB,Skhirat,Skhirat,,RL,-----6--,0901,,3351N 00702W,
,MA,SEL,Slimane,Slimane,KES,RL,--3-----,1401,,3204N 00806W,
